Season,MatchDatetime,Division,Country,League,HomeTeam,AwayTeam,FullTimeHomeGoals,FullTimeAwayGoals,FullTimeResult,HalfTimeHomeGoals,HalfTimeAwayGoals,HalfTimeResult,Bet365HomeOdds,Bet365DrawOdds,Bet365AwayOdds,LadbrokesHomeOdds,LadbrokesDrawOdds,LadbrokesAwayOdds,BwinHomeOdds,BwinDrawOdds,BwinAwayOdds,CornersHome,FoulsHome,RedCardsHome,ShotsHome,ShotsOnTargetHome,YellowCardsHome,Bet&WinAwayOdds,Bet&WinDrawOdds,Bet&WinHomeOdds,Betbrain1X2,GoalBetAway,GoalBetDraw,GoalBetHome,HomeCorners,HomeFouls,HomeRedCards,HomeShots,HomeShotsOnTarget,HomeYellowCards,AwayWinsImpact,DrawImpact,HomeWinsImpact,SBAwayOdds,SBDrawOdds,SBHomeOdds,SJAwayOdds,SJDrawOdds,SJHomeOdds,MatchTime,VCACornerAway,VCDraw,VCHome,WilliamHillAway,WilliamHillDraw,WilliamHillHome,home_opening_odds,draw_opening_odds,away_opening_odds,home_closing_odds,draw_closing_odds,away_closing_odds,match_date_final
2011/2012,11/6/2011 0:00,P1,Portugal,Liga I,Sp Braga,Benfica,1,1,D,1,0,H,3.75,3.3,2,3.4,3,2,3.7,3.3,2.1,0,0,0,0,0,0,2.1,3.2,3.4,45,2.1,3.2,3.4,0,0,0,0,0,0,2.1,3,3.3,2.1,3.2,3.5,2.1,3.25,3.4,0:00,2,3.4,3.8,2.1,3.25,3.2,3.66,3.47,2.14,3.82,3.25,2.2,11/6/2011
2011/2012,11/6/2011 0:00,I1,Italy,Serie A,Atalanta,Cagliari,1,0,H,0,0,D,2.1,3.25,3.5,2.05,3.25,3.6,2.05,3.2,3.7,6,19,0,11,5,2,3.5,3.2,2.1,49,3.5,3.2,2.1,1,18,0,11,3,4,3.4,3.2,2,3.5,3.25,2.1,3.75,3.25,2.05,0:00,4,3.2,2.1,3.75,3.1,2.1,2.11,3.27,4.15,2.23,3.08,4.03,11/6/2011
2011/2012,11/6/2011 0:00,I1,Italy,Serie A,Cesena,Lecce,0,1,A,0,0,D,2,3.2,4,2,3.2,4,1.95,3.25,4,2,18,1,9,2,2,3.75,3.25,2,49,3.6,3.2,2.05,21,17,0,27,6,1,3.45,3.15,2,3.8,3.25,2,4,3.2,2,0:00,4.5,3.3,2,4,3.2,2,2.16,3.21,4.06,2.05,3.29,4.35,11/6/2011
2011/2012,11/6/2011 0:00,SP1,Spain,La Liga Primera Division,Granada,Santander,0,0,D,0,0,D,2.1,3.25,3.5,2.2,3.2,3.3,2.05,3.25,3.6,5,20,1,14,2,5,3.3,3.3,2.1,49,3.4,3.25,2.1,5,13,0,16,3,4,3.2,3.2,2.1,3.5,3.2,2.1,3.6,3.3,2.1,0:00,3.8,3.3,2.1,3.4,3.25,2.15,2.3,3.27,3.57,2.01,3.41,4.34,11/6/2011
2011/2012,11/5/2011 0:00,P1,Portugal,Liga I,Maritimo,Academica,3,2,H,2,1,H,1.8,3.4,4.75,1.83,3.2,3.75,1.83,3.2,4.5,0,0,0,0,0,0,4.33,3.25,1.8,45,4.25,3.2,1.85,0,0,0,0,0,0,4.2,3.1,1.8,4.333,3.3,1.85,4.5,3.25,1.83,0:00,4.75,3.4,1.83,4,3.25,1.85,1.87,3.49,4.8,1.92,3.48,4.66,11/5/2011
2011/2012,11/5/2011 0:00,B1,Belgium,Jupiler League,Westerlo,Lokeren,2,4,A,0,2,A,2.3,3.25,3.1,2.25,3.3,2.62,2.5,3.3,2.65,0,0,0,0,0,0,2.7,3.25,2.38,46,2.8,3.2,2.4,0,0,0,0,0,0,2.7,3.2,2.3,2.9,3.4,2.3,2.8,3.25,2.4,0:00,3,3.4,2.3,2.9,3.2,2.3,2.46,3.51,2.95,2.42,3.4,3.16,11/5/2011
2011/2012,11/5/2011 0:00,B1,Belgium,Jupiler League,Waregem,St Truiden,0,0,D,0,0,D,1.73,3.5,5,1.67,3.4,4.33,1.75,3.5,4.5,0,0,0,0,0,0,4.5,3.5,1.7,44,4.33,3.5,1.75,0,0,0,0,0,0,4,3.2,1.75,4.75,4,1.65,4.5,3.5,1.73,0:00,4.75,3.75,1.73,4.2,3.5,1.75,1.79,3.87,4.67,1.65,4.14,5.68,11/5/2011
2011/2012,11/5/2011 0:00,B1,Belgium,Jupiler League,Genk,Kortrijk,2,2,D,0,0,D,1.62,3.6,6,1.57,3.5,5,1.57,3.8,5.5,0,0,0,0,0,0,5.5,3.6,1.57,46,5.5,3.6,1.6,0,0,0,0,0,0,4.8,3.5,1.55,5.75,4,1.55,5.25,3.6,1.62,0:00,6,4,1.57,5.5,3.5,1.6,1.63,4.07,5.86,1.61,3.93,6.72,11/5/2011
2011/2012,11/5/2011 0:00,T1,Turkey,Futbol Ligi 1,Manisaspor,Antalyaspor,1,0,H,0,0,D,2,3.3,3.75,2,3.2,3.2,2,3.3,3.6,0,0,0,0,0,0,3.1,3.25,2.1,46,3.6,3.25,2,0,0,0,0,0,0,3.3,3.2,2,3.4,3.25,2.15,3.9,3.3,1.95,0:00,3.5,3.2,2,3.4,3.2,2.05,2.11,3.44,3.76,2.3,3.34,3.41,11/5/2011
2011/2012,11/5/2011 0:00,T1,Turkey,Futbol Ligi 1,Orduspor,Gaziantepspor,0,0,D,0,0,D,2.1,3.25,3.5,2.2,3,3,2.2,3.2,3.2,0,0,0,0,0,0,2.8,3.2,2.3,46,3.2,3.2,2.15,0,0,0,0,0,0,2.9,3.2,2.2,3.1,3.2,2.3,3.25,3.2,2.2,0:00,3.2,3.1,2.15,3,3.2,2.2,2.36,3.36,3.24,2.22,3.34,3.62,11/5/2011
2011/2012,11/5/2011 0:00,SP1,Spain,La Liga Primera Division,Mallorca,Sevilla,0,0,D,0,0,D,3,3.2,2.38,2.9,3.25,2.4,2.95,3.3,2.45,8,6,0,11,1,2,2.4,3.3,2.8,49,2.35,3.25,2.9,9,20,0,15,5,5,2.35,3.2,2.75,2.4,3.25,2.875,2.4,3.3,3,0:00,2.5,3.25,3.1,2.45,3.25,2.88,3.14,3.29,2.51,3,3.32,2.59,11/5/2011
2011/2012,11/5/2011 0:00,E0,England,Premier League,Arsenal,West Brom,3,0,H,2,0,H,1.4,4.5,8.5,1.4,4.5,8,1.42,4.6,6.75,1,12,0,9,4,0,8,4.5,1.4,49,7.5,4.33,1.4,4,12,0,12,7,0,7.2,4.3,1.37,7.5,4.5,1.4,7.5,4.75,1.4,0:00,8.5,5,1.4,8,4.2,1.44,1.43,5.06,8.25,1.34,5.25,11.75,11/5/2011
2011/2012,11/5/2011 0:00,E0,England,Premier League,Aston Villa,Norwich,3,2,H,1,1,D,1.83,3.5,4.5,1.8,3.5,4.5,1.8,3.4,4.5,6,9,0,9,7,5,4.2,3.6,1.83,49,4,3.5,1.85,6,11,0,12,6,1,3.8,3.4,1.85,4.333,3.5,1.8,4.5,3.6,1.8,0:00,4.6,3.6,1.85,4.2,3.3,1.91,1.84,3.66,4.91,1.91,3.68,4.47,11/5/2011
2011/2012,11/5/2011 0:00,E0,England,Premier League,Blackburn,Chelsea,0,1,A,0,0,D,7.5,4.33,1.44,7,4.33,1.44,7,4.5,1.42,8,10,0,12,8,2,1.44,4.5,7,48,1.45,4.25,6.5,5,12,0,13,8,4,1.4,4.1,7,1.444,4.2,7,1.5,4.33,6.5,0:00,1.44,4.6,7.5,1.5,4,7,8.2,4.7,1.46,6.9,4.4,1.54,11/5/2011
2011/2012,11/5/2011 0:00,E0,England,Premier League,Liverpool,Swansea,0,0,D,0,0,D,1.29,5.5,10,1.29,5.5,10,1.3,5.25,9,4,5,0,9,3,1,11,5.25,1.29,49,9,5,1.3,11,13,0,18,10,2,10,5,1.25,11,4.75,1.3,11,5.5,1.29,0:00,11,5.5,1.3,10,4.33,1.36,1.3,5.72,13.18,1.29,5.69,14,11/5/2011
2011/2012,11/5/2011 0:00,E0,England,Premier League,Man United,Sunderland,1,0,H,1,0,H,1.25,5.5,13,1.2,6.5,13,1.25,5.5,11,2,14,0,9,3,2,15,5.5,1.22,49,12,5.75,1.22,6,6,0,15,9,0,11,5.3,1.22,12,6,1.222,15,6.5,1.2,0:00,13,6.5,1.25,13,5.5,1.25,1.25,6.54,15.42,1.29,5.97,13.5,11/5/2011
2011/2012,11/5/2011 0:00,E0,England,Premier League,Newcastle,Everton,2,1,H,2,1,H,2.25,3.25,3.3,2.25,3.25,3.2,2.2,3.3,3.4,3,15,0,14,6,3,3.3,3.25,2.2,49,3.2,3.25,2.2,5,12,0,10,6,2,3.1,3.2,2.15,3.1,3.25,2.25,3.2,3.3,2.3,0:00,3.3,3.4,2.3,3,3.2,2.38,2.32,3.36,3.43,2.53,3.3,3.11,11/5/2011
2011/2012,11/5/2011 0:00,N1,Netherlands,Eredivisie,Roda,Heerenveen,1,2,A,0,1,A,2.63,3.5,2.5,2.5,3.2,2.5,2.65,3.5,2.4,0,0,0,0,0,0,2.5,3.4,2.62,49,2.5,3.3,2.6,0,0,0,0,0,0,2.4,3.2,2.6,2.55,3.4,2.6,2.5,3.75,2.5,0:00,2.5,3.6,2.6,2.3,3.5,2.7,2.77,3.71,2.5,3.17,3.77,2.24,11/5/2011
2011/2012,11/5/2011 0:00,N1,Netherlands,Eredivisie,NAC Breda,Vitesse,1,0,H,1,0,H,2.7,3.4,2.5,2.5,3.3,2.38,2.45,3.3,2.7,0,0,0,0,0,0,2.5,3.25,2.7,49,2.5,3.3,2.6,0,0,0,0,0,0,2.5,3.2,2.5,2.55,3.4,2.6,2.75,3.5,2.4,0:00,2.5,3.4,2.62,2.3,3.5,2.7,2.8,3.51,2.57,2.51,3.43,2.99,11/5/2011
2011/2012,11/5/2011 0:00,N1,Netherlands,Eredivisie,Feyenoord,Nijmegen,0,1,A,0,1,A,1.44,4.5,6.5,1.33,4.33,7,1.4,4.5,7,0,0,0,0,0,0,7,4.5,1.4,49,7,4.33,1.4,0,0,0,0,0,0,6,3.9,1.4,7,4.6,1.4,8,4.75,1.36,0:00,7.5,4.6,1.4,6.5,4.33,1.4,1.45,4.73,7.78,1.46,4.84,7.4,11/5/2011
2011/2012,11/5/2011 0:00,E1,England,Championship,Blackpool,Millwall,1,0,H,0,0,D,2.1,3.4,3.4,2,3.5,3.6,2,3.4,3.5,4,7,0,7,2,1,3.6,3.5,1.95,47,3.4,3.3,2.05,6,4,0,13,6,0,3,3.1,2.1,3.5,3.4,2.05,3.5,3.4,2.05,0:00,3.6,3.5,2.15,3.5,3.2,2.15,2.14,3.62,3.61,2.37,3.37,3.32,11/5/2011
2011/2012,11/5/2011 0:00,E1,England,Championship,Bristol City,Burnley,3,1,H,1,0,H,2.63,3.2,2.7,2.62,3.3,2.6,2.75,3.25,2.45,5,7,0,11,7,2,2.6,3.3,2.62,47,2.5,3.3,2.6,7,12,0,15,9,1,2.45,3.1,2.45,2.55,3.25,2.7,2.5,3.3,2.75,0:00,2.75,3.4,2.75,2.7,3.1,2.7,2.79,3.42,2.7,2.4,3.32,3.26,11/5/2011
2011/2012,11/5/2011 0:00,E1,England,Championship,Cardiff,Crystal Palace,2,0,H,0,0,D,1.91,3.4,4,1.91,3.6,3.75,1.9,3.4,3.8,3,8,0,9,6,1,4,3.4,1.91,47,4,3.4,1.85,1,9,0,11,5,1,3.5,3.2,1.85,4.2,3.5,1.833,4,3.6,1.87,0:00,4.4,3.75,1.85,4,3.3,1.95,1.91,3.73,4.4,1.88,3.66,4.66,11/5/2011
2011/2012,11/5/2011 0:00,E1,England,Championship,Coventry,Southampton,2,4,A,0,2,A,4.5,3.5,1.8,4.33,3.5,1.83,4.3,3.6,1.75,4,12,0,16,9,0,1.83,3.4,4.33,47,1.75,3.4,4.5,4,10,0,12,5,1,1.85,3.2,3.5,1.8,3.5,4.333,1.83,3.6,4.2,0:00,1.8,3.8,4.5,1.85,3.3,4.5,4.89,3.78,1.81,5.17,3.94,1.75,11/5/2011
2011/2012,11/5/2011 0:00,I1,Italy,Serie A,Palermo,Bologna,3,1,H,1,0,H,1.67,3.5,5.5,1.67,3.6,5,1.7,3.5,5.75,10,15,0,15,6,2,5.25,3.6,1.67,49,5,3.4,1.7,5,23,0,13,6,3,4.6,3.5,1.65,5.25,3.6,1.65,5.5,3.6,1.67,0:00,6,3.75,1.67,5.5,3.4,1.7,1.71,3.73,6,1.69,3.76,6.05,11/5/2011
2011/2012,11/5/2011 0:00,E1,England,Championship,Ipswich,Doncaster,2,3,A,0,3,A,1.73,3.5,5,1.7,3.6,5,1.67,3.6,5,6,13,0,7,3,2,5,3.6,1.67,47,4.75,3.5,1.7,9,11,0,15,8,3,4.4,3.3,1.65,5,3.5,1.7,4.75,3.6,1.73,0:00,5,4,1.73,4.8,3.4,1.8,1.75,3.92,5.17,1.88,3.73,4.5,11/5/2011
2011/2012,11/5/2011 0:00,E1,England,Championship,Middlesbrough,Watford,1,0,H,1,0,H,1.67,3.4,5,1.67,3.5,5.5,1.6,3.5,5.75,10,12,0,9,5,1,5.5,3.5,1.67,47,5,3.5,1.65,5,10,0,12,7,1,4.4,3.3,1.65,5.25,3.6,1.65,5.5,3.75,1.62,0:00,6,3.8,1.67,5.5,3.4,1.7,1.67,3.95,6,1.64,4.11,6.04,11/5/2011
2011/2012,11/5/2011 0:00,G1,Greece,Ethniki Katigoria,Aris,Olympiakos,2,3,A,0,2,A,4.75,3.25,1.83,3.5,3.2,1.91,4.75,3.3,1.75,0,0,0,0,0,0,1.91,3,4,45,1.9,3.1,4.2,0,0,0,0,0,0,1.85,3.3,3.9,1.9,3.25,4.2,1.91,3.2,4.2,0:00,1.85,3.3,5,1.75,3.4,5,5.28,3.38,1.85,5.02,3.19,1.95,11/5/2011
2011/2012,11/5/2011 0:00,E1,England,Championship,Peterboro,Derby,3,2,H,1,2,A,1.91,3.6,3.75,1.91,3.6,3.75,1.91,3.6,3.6,6,13,0,13,8,3,3.6,3.5,1.95,47,3.5,3.4,1.95,6,7,0,18,7,1,3.4,3.2,1.9,3.8,3.5,1.909,3.75,3.5,1.95,0:00,4,3.8,1.91,3.75,4,1.85,1.95,3.88,4,1.86,4,4.29,11/5/2011
2011/2012,11/5/2011 0:00,N1,Netherlands,Eredivisie,Waalwijk,Groningen,1,1,D,1,0,H,3.1,3.4,2.25,2.75,3.25,2.2,3,3.5,2.15,0,0,0,0,0,0,2.1,3.4,3.2,49,2.15,3.3,3.1,0,0,0,0,0,0,2.1,3.2,3.1,2.15,3.5,3.1,2.25,3.6,2.88,0:00,2.15,3.5,3.12,2.1,3.5,3,3.29,3.64,2.22,3.25,3.51,2.31,11/5/2011
2011/2012,11/5/2011 0:00,SC0,Scotland,Premier League,St Mirren,Hearts,0,0,D,0,0,D,2.88,3.3,2.4,2.75,3.3,2.5,3,3,2.4,5,8,0,12,5,0,2.5,3.25,2.75,44,2.4,3.25,2.75,13,7,0,12,6,0,2.3,3.1,2.8,2.45,3.25,2.8,2.63,3.2,2.63,0:00,2.6,3.25,2.88,2.62,3.1,2.8,3.27,3.28,2.41,3,3.48,2.49,11/5/2011
2011/2012,11/5/2011 0:00,SC0,Scotland,Premier League,Rangers,Dundee United,3,1,H,1,0,H,1.25,5.5,12,1.25,5.5,12,1.23,5.5,11.5,2,8,0,5,2,1,10,5.25,1.29,44,11,5.5,1.22,3,5,1,8,5,2,9.5,4.8,1.25,10,5.25,1.285,11,5.5,1.25,0:00,12,5.5,1.3,10,5,1.3,1.31,5.69,11.97,1.29,6.02,12.46,11/5/2011
2011/2012,11/5/2011 0:00,D1,Germany,Bundesliga 1,Dortmund,Wolfsburg,5,1,H,2,0,H,1.33,4.75,9.5,1.36,5,7.5,1.33,5,8.5,6,18,0,6,3,4,9,4.75,1.33,49,8.5,4.5,1.35,8,12,0,21,11,1,7.2,4.3,1.37,9,4.75,1.333,8,5,1.36,0:00,10.5,5.4,1.33,9,4.5,1.36,1.35,5.42,10.64,1.31,5.83,12.1,11/5/2011
2011/2012,11/5/2011 0:00,D1,Germany,Bundesliga 1,Hoffenheim,Kaiserslautern,1,1,D,1,0,H,1.67,3.8,5,1.67,3.75,5,1.7,3.6,4.9,3,21,0,19,3,1,4.75,3.5,1.73,49,4.75,3.6,1.7,4,23,0,11,3,5,4.4,3.5,1.7,5,3.5,1.7,5,3.8,1.67,0:00,5,3.8,1.73,4.8,3.6,1.73,1.7,3.9,5.64,1.79,3.72,5.14,11/5/2011
2011/2012,11/5/2011 0:00,D1,Germany,Bundesliga 1,Leverkusen,Hamburg,2,2,D,2,1,H,1.62,3.75,5.5,1.62,3.75,5.5,1.7,3.9,4.75,4,17,0,14,3,1,5,3.75,1.67,49,5.25,3.75,1.62,5,18,0,15,5,2,4.6,3.5,1.65,4.8,3.8,1.666,5,3.8,1.67,0:00,5.5,4,1.67,5.5,3.5,1.67,1.67,4.21,5.42,1.69,4.1,5.3,11/5/2011
2011/2012,11/5/2011 0:00,D1,Germany,Bundesliga 1,Nurnberg,Freiburg,1,2,A,1,1,D,1.73,3.5,5,1.73,3.75,4.5,1.72,3.7,4.6,2,20,0,10,3,1,4.5,3.6,1.75,48,4.5,3.5,1.75,5,14,0,12,4,4,4,3.4,1.8,4.5,3.6,1.75,4.5,3.8,1.75,0:00,5,3.8,1.75,4.8,3.6,1.73,1.79,3.86,4.96,1.7,4.12,5.23,11/5/2011
2011/2012,11/5/2011 0:00,SC0,Scotland,Premier League,Hibernian,Dunfermline,0,1,A,0,1,A,1.8,3.5,4.5,1.73,3.75,4.5,1.72,3.7,4.4,5,11,0,3,2,2,4.5,3.6,1.73,44,4.5,3.4,1.75,8,14,0,7,4,1,4.2,3.3,1.75,4.5,3.4,1.8,4.33,3.5,1.8,0:00,4.75,3.8,1.75,4.5,3.4,1.83,1.79,3.91,4.79,1.78,3.74,5.21,11/5/2011
2011/2012,11/5/2011 0:00,SC0,Scotland,Premier League,Kilmarnock,Inverness C,3,6,A,1,1,D,2.1,3.25,3.6,1.91,3.4,4,2.05,3.3,3.4,6,10,0,13,10,2,3.75,3.4,1.95,44,3.5,3.25,2,3,12,0,4,3,2,3.6,3.2,1.9,3.8,3.3,2,3.6,3.3,2,0:00,3.75,3.5,2.05,3.4,3.3,2.15,2.02,3.62,3.94,2.08,3.21,4.32,11/5/2011
2011/2012,11/5/2011 0:00,SP1,Spain,La Liga Primera Division,Betis,Malaga,0,0,D,0,0,D,2.63,3.25,2.63,2.62,3.3,2.6,2.65,3.2,2.65,7,19,0,9,4,1,2.6,3.2,2.62,49,2.6,3.25,2.6,2,16,0,10,0,2,2.5,3.2,2.6,2.6,3.25,2.625,2.63,3.25,2.75,0:00,2.75,3.3,2.62,2.6,3.25,2.7,2.85,3.31,2.72,2.5,3.4,3.06,11/5/2011
2011/2012,11/4/2011 0:00,B1,Belgium,Jupiler League,Gent,Mechelen,6,2,H,1,0,H,1.44,4.2,7.5,1.4,4,6.5,1.42,4.33,7,0,0,0,0,0,0,7,4.2,1.4,48,7,4,1.45,0,0,0,0,0,0,6,3.9,1.4,7.5,4.5,1.4,6,4.33,1.44,0:00,7.5,4.6,1.4,6.5,4.5,1.4,1.43,4.88,7.96,1.38,5.27,8.98,11/4/2011
2011/2012,11/4/2011 0:00,D1,Germany,Bundesliga 1,Mainz,Stuttgart,3,1,H,0,0,D,2.5,3.4,2.7,2.62,3.3,2.62,2.65,3.5,2.6,6,16,1,18,7,3,2.6,3.3,2.62,49,2.7,3.25,2.5,4,18,1,15,9,2,2.4,3.3,2.65,2.7,3.3,2.5,2.6,3.6,2.7,0:00,2.88,3.4,2.5,2.7,3.4,2.5,2.77,3.47,2.69,2.57,3.65,2.8,11/4/2011
2011/2012,11/4/2011 0:00,T1,Turkey,Futbol Ligi 1,Sivasspor,Fenerbahce,2,0,H,1,0,H,4.33,3.5,1.83,3.75,3.25,1.8,4.33,3.5,1.88,0,0,0,0,0,0,1.83,3.4,3.75,47,1.85,3.4,4,0,0,0,0,0,0,1.8,3.3,3.9,1.9,3.2,4.3,1.75,3.6,4.5,0:00,1.75,3.4,4.33,1.83,3.4,4,4.42,3.65,1.88,4.32,3.35,2.02,11/4/2011
2011/2012,11/4/2011 0:00,T1,Turkey,Futbol Ligi 1,Samsunspor,Ankaragucu,2,2,D,2,0,H,1.73,3.5,5,1.73,3.2,4.33,1.72,3.5,4.75,0,0,0,0,0,0,4.33,3.4,1.73,48,4.75,3.4,1.7,0,0,0,0,0,0,4.2,3.3,1.75,4.75,3.5,1.75,4.75,3.4,1.75,0:00,5,3.4,1.67,4.5,3.3,1.75,1.79,3.7,4.94,1.66,3.89,6.04,11/4/2011
2011/2012,11/4/2011 0:00,N1,Netherlands,Eredivisie,VVV Venlo,Excelsior,0,0,D,0,0,D,1.57,4,5.5,1.67,3.4,4.33,1.67,3.8,4.6,0,0,0,0,0,0,5,3.75,1.67,49,4.75,3.75,1.62,0,0,0,0,0,0,4.4,3.3,1.65,5,3.75,1.65,4.75,4,1.64,0:00,5.4,3.8,1.62,4.6,3.75,1.57,1.75,3.96,4.89,1.76,3.98,4.83,11/4/2011
2011/2012,11/2/2011 0:00,E1,England,Championship,Leeds,Blackpool,0,5,A,0,3,A,2,3.4,3.75,2,3.4,3.75,2.05,3.25,3.5,4,8,0,15,9,1,3.25,3.25,2,44,3.5,3.3,2,3,5,1,5,2,1,3.1,3.2,2,3.6,3.4,2,3.5,3.4,2,0:00,3.75,3.6,2.05,3.8,3.3,2,2.08,3.66,3.62,1.91,3.8,4.31,11/2/2011
2011/2012,11/2/2011 0:00,E1,England,Championship,Derby,Cardiff,0,3,A,0,1,A,2.75,3.3,2.5,2.6,3.3,2.62,2.8,3.5,2.45,6,5,0,12,7,6,2.6,3.25,2.5,43,2.5,3.3,2.6,11,7,0,11,4,8,2.4,3.1,2.5,2.5,3.25,2.75,2.5,3.25,2.75,0:00,2.5,3.5,2.88,2.5,3.25,2.8,2.88,3.51,2.51,3.08,3.61,2.38,11/2/2011
2011/2012,11/1/2011 0:00,E1,England,Championship,Burnley,Leicester,1,3,A,1,1,D,2.5,3.3,2.8,2.5,3.4,2.7,2.4,3.2,2.85,4,10,0,11,8,0,2.6,3.25,2.5,46,2.75,3.25,2.4,7,7,0,15,9,0,2.5,3.1,2.4,2.75,3.25,2.5,2.75,3.25,2.5,0:00,2.75,3.4,2.62,2.8,3.2,2.5,2.54,3.35,2.95,2.79,3.46,2.68,11/1/2011
2011/2012,11/1/2011 0:00,E1,England,Championship,Doncaster,Middlesbrough,1,3,A,1,2,A,3.5,3.3,2.1,3.2,3.4,2.2,3.4,3.1,2.15,4,9,0,12,7,2,2.2,3.25,3.1,45,2.1,3.3,3.2,5,13,0,13,3,3,2.2,3.1,2.8,2.1,3.25,3.5,2.25,3.4,3,0:00,2.2,3.3,3.6,2.1,3.2,3.6,3.6,3.33,2.21,3.46,3.47,2.26,11/1/2011
2011/2012,11/1/2011 0:00,E1,England,Championship,Millwall,Coventry,3,0,H,0,0,D,1.67,3.6,5.25,1.73,3.5,5,1.7,3.4,5,3,11,0,9,1,0,4.5,3.4,1.75,46,4.5,3.5,1.73,7,10,0,8,7,0,4.4,3.3,1.65,5.5,3.5,1.666,4.75,3.6,1.7,0:00,5.5,3.8,1.7,5,3.5,1.73,1.72,3.76,5.42,1.66,3.95,6.08,11/1/2011
2011/2012,11/1/2011 0:00,E1,England,Championship,Southampton,Peterboro,2,1,H,2,0,H,1.5,4.2,6.5,1.5,4,6.5,1.5,3.8,6.5,2,11,1,6,3,2,6,3.75,1.53,46,6,4,1.5,6,12,0,13,8,1,5,3.7,1.5,6.5,4.333,1.45,6.5,4,1.5,0:00,7,4.6,1.5,6,4,1.53,1.55,4.51,6.06,1.44,5.11,7.66,11/1/2011
2011/2012,11/1/2011 0:00,E1,England,Championship,Watford,Brighton,1,0,H,0,0,D,2.4,3.3,2.88,2.5,3.3,2.75,2.5,3.3,2.9,4,7,0,5,0,1,2.6,3.3,2.5,46,2.75,3.25,2.4,3,16,0,15,7,3,2.65,3.1,2.3,2.875,3.25,2.4,2.75,3.2,2.5,0:00,2.88,3.4,2.5,2.8,3.2,2.5,2.58,3.36,2.9,2.76,3.47,2.68,11/1/2011
2011/2012,11/1/2011 0:00,E1,England,Championship,West Ham,Bristol City,0,0,D,0,0,D,1.36,4.75,8,1.4,4.5,8,1.35,4.6,8.25,7,10,0,14,7,0,7,4.5,1.36,46,8,4.33,1.36,9,7,0,19,8,0,7,4,1.35,8.5,4.6,1.363,8,4.5,1.36,0:00,8.5,5,1.4,7.5,4.75,1.4,1.38,5.05,9,1.42,5.08,8,11/1/2011
2011/2012,11/1/2011 0:00,P1,Portugal,Liga I,Gil Vicente,Maritimo,0,0,D,0,0,D,3,3.2,2.4,2.7,3,2.38,2.9,3,2.5,0,0,0,0,0,0,2.5,3.1,2.7,41,2.5,3.1,2.75,0,0,0,0,0,0,2.6,3.05,2.6,2.6,3,2.6,2.5,3.1,2.8,0:00,2.5,3.1,3.1,2.38,3.1,2.9,3.06,3.23,2.53,3.05,3.39,2.48,11/1/2011
2011/2012,10/30/2011 0:00,SP1,Spain,La Liga Primera Division,Ath Madrid,Zaragoza,3,1,H,2,0,H,1.4,4.5,8,1.44,4.33,7,1.42,4.33,7.5,4,12,0,12,4,3,6.5,4.2,1.44,46,7.5,4.25,1.42,5,18,0,18,7,3,6.5,3.9,1.45,7.5,4.5,1.4,7.5,4.33,1.44,0:00,8,4.6,1.44,8,4,1.44,1.45,4.86,8.09,1.37,5.16,9.9,10/30/2011
2011/2012,10/30/2011 0:00,N1,Netherlands,Eredivisie,Nijmegen,Utrecht,3,1,H,2,0,H,2.25,3.4,3.1,2.25,3.3,2.62,2.3,3.25,2.95,0,0,0,0,0,0,2.8,3.3,2.38,47,2.85,3.3,2.3,0,0,0,0,0,0,2.9,3.2,2.2,2.8,3.4,2.375,2.8,3.4,2.38,0:00,3.1,3.5,2.25,2.8,3.25,2.2,2.37,3.55,3.06,2.14,3.58,3.6,10/30/2011
2011/2012,10/30/2011 0:00,F1,France,Le Championnat,Nice,Sochaux,1,1,D,1,1,D,2.2,3.2,3.4,2.1,3,3.2,2.25,3.2,3.4,3,23,0,13,2,4,3.4,3.1,2.15,46,3.3,3.1,2.2,6,12,1,16,5,5,3.1,3.1,2.2,3.2,3.25,2.2,3.4,3.25,2.15,0:00,3.8,3.2,2.2,3.5,3.1,2.2,2.18,3.24,3.85,2.13,3.16,4.21,10/30/2011
2011/2012,10/30/2011 0:00,P1,Portugal,Liga I,Leiria,Setubal,2,0,H,2,0,H,2.2,3.2,3.4,2.1,3,3.2,2.25,3.1,3.2,0,0,0,0,0,0,3.3,3.1,2.15,40,3.3,3.1,2.15,0,0,0,0,0,0,2.9,3,2.3,3.3,3.1,2.1,3.25,3.2,2.2,0:00,3.75,3.2,2.15,3.3,3.1,2.15,2.16,3.3,3.78,2.1,3.27,4.09,10/30/2011
2011/2012,10/30/2011 0:00,P1,Portugal,Liga I,Nacional,Beira Mar,2,1,H,2,1,H,2.15,3.1,3.6,2,3,3.4,2.15,2.95,3.6,0,0,0,0,0,0,3.75,3.1,2,43,3.5,3.1,2.1,0,0,0,0,0,0,3.4,3.1,2,3.4,3,2.1,3.75,3.1,2.05,0:00,4,3.1,2.1,3.75,2.88,2.1,2.15,3.15,4.03,2.15,3.13,4.1,10/30/2011
2011/2012,10/30/2011 0:00,E0,England,Premier League,Tottenham,QPR,3,1,H,2,0,H,1.36,4.75,9,1.36,4.6,9,1.34,4.75,9,8,14,0,12,8,0,9,4.5,1.36,48,9,4.75,1.35,4,12,0,22,13,0,7,4.1,1.4,8.5,4.75,1.35,8,5,1.36,0:00,9,5,1.4,8,4.5,1.4,1.38,5.15,9.64,1.39,5.17,9.21,10/30/2011
